// Cash Shop Database
// Contains the items sold in the ingame cash shop.
//
// Structure of Database:
// Type,ItemID,Price
//
// Type:
//    0: New
//    1: Hot
//    2: Limited
//    3: Rental
//    4: Gear
//    5: Buff
//    6: Heal
//    7: Other
//    8: Sale
//
// Price:
//    Item cost, in cash points (#CASHPOINTS).


// Cash Shop Database
// Contains the items sold in the ingame cash shop.
//
// Structure of Database:
// Type,ItemID,Price
//
// Type:
//    0: New
//    1: Hot
//    2: Limited
//    3: Rental
//    4: Gear
//    5: Buff
//    6: Heal
//    7: Other
//    8: Sale
//
// Price:
//    Item cost, in cash points (#CASHPOINTS).

0,7227,100
0,81000,1000
0,81002,1000
0,40220,1000
0,45009,100
0,45008,100
0,45007,100
0,45006,100
0,45005,100
0,45004,100
0,45003,100
0,45002,100
0,45001,100
0,45000,100
0,45010,100
0,40210,90
0,81004,900
0,81005,100
0,30001,1
0,30004,10
0,30005,100
0,30006,1000
0,12790,1000

1,9551,50
1,6635,100
1,23545,50
1,23546,50
1,23547,50
1,25464,10
1,81000,1000
1,81002,1000
1,12208,20
1,12900,180
1,14592,20
1,13990,180
1,16682,250
1,16683,350
1,12210,30
1,12902,280
1,12901,300
1,12909,100
1,7776,100
1,13710,1000
1,7621,15
1,12922,140
1,13571,200
1,12221,10

4,18112,500
4,21000,500
4,1292,500
4,1394,500
4,1491,500
4,13071,500
4,13115,500
4,13316,500
4,16019,500
4,1585,500
4,2015,500
4,2149,500
4,2150,500
4,2151,500
4,2459,500
4,2460,500
4,2461,500
4,2561,500
4,2562,500
4,2563,500
4,2828,500
4,15015,500
4,15016,500
4,15017,500
4,15018,500
4,15019,500
4,15020,500
4,15021,500


5,12883,20
5,14538,20
5,12501,20
5,12075,20
5,12090,20
5,12085,20
5,12080,20
5,12095,20
5,12100,20
5,12214,20
5,14616,50
5,14617,50
5,14618,50
5,14619,50
5,14620,50
5,14621,50
5,17270,950
5,17271,950
5,17272,950
5,17273,950
5,17274,950
5,17275,950
5,12437,30
5,12414,30
5,14536,30
5,12118,20
5,12119,20
5,12120,20
5,12121,20
5,14170,50
5,12913,50
6,13996,500
6,13999,500
6,14003,50
6,17066,200
6,17069,300
6,13591,100
6,12710,30

7,6919,20
7,12920,600
7,7619,70
7,7620,70
7,12921,600
7,16396,600
7,16394,600
7,6240,70
7,6241,70
7,16260,600
7,16261,600
7,6225,70
7,6226,70
7,16770,400
7,6417,50



8,81000,1000
8,81002,1000
8,40220,1000
8,16995,100
8,45001,100
8,40210,90
8,40211,500
8,40212,1100
8,81004,900
8,81005,100
8,30001,1
8,30004,10
8,30005,100
8,30006,1000


2,76000,500
2,76001,500
2,76002,500
2,76003,500
2,76004,500
2,76005,500
2,76006,500
2,76007,500
2,76008,500
2,76009,500
2,76010,500
2,76011,500
2,76012,500
2,76013,500
2,76014,500
2,76015,500
2,76016,500
2,76017,500
2,76018,500
2,76019,500
2,76020,500
2,76021,500
2,76022,500
2,76023,500
2,76024,500
2,76025,500
2,76026,500
2,76027,500
2,76028,500
2,76029,500
2,76030,500
2,76031,500
2,76032,500
2,76033,500
2,76034,500
2,76035,500
2,76036,500
2,76037,500
2,76038,500
2,76039,500
2,76040,500
2,76041,500
2,76042,500
2,76043,500
2,76044,500
2,76045,500
2,76046,500
2,76047,500
2,76048,500
2,76049,500
2,76050,500
2,76051,500
2,76052,500
2,76053,500
2,76054,500
2,76055,500
2,76056,500
2,76057,500
2,76058,500
2,76059,500
2,76060,500
2,76061,500
2,76062,500
2,76063,500
2,76064,500
2,76065,500
2,76066,500
2,76067,500
2,76068,500
2,76069,500
2,76070,500
2,76071,500
2,76072,500
2,76073,500
2,76074,500
2,76075,500
2,76076,500
2,76077,500
2,76078,500
2,76079,500
2,76080,500
2,76081,500
2,76082,500
2,76083,500
2,76084,500
2,76085,500
2,76086,500
2,76087,500
2,76088,500
2,76089,500
2,76090,500
